Class,Project,Lines,String_Char_Count,Number_Types_Count
"LargeNucleotideSequenceFastaFileDataStore","jillion","81","0","0"
"NucleotideFastaDataStore","jillion","36","0","0"
"NucleotideFastaFileDataStoreBuilder","jillion","100","0","0"
"NucleotideFastaRecordWriterBuilder","jillion","83","5","0"
"NucleotideFastaRecord","jillion","34","0","0"
"FastaRecord","jcvi","67","4","0"
"package-info","jcvi","27","0","0"
"FastaDataStore","jcvi","43","0","0"
"FastaDataStoreBuilder","jcvi","48","0","0"
"FastaRecordVisitor","jcvi","51","2","0"
"FastaRecordWriter","jcvi","64","3","0"
"FastaVisitorCallback","jcvi","74","0","0"
"FastaUtil","jcvi","77","8","0"
"AbstractFastaRecordVisitor","jcvi","50","11","0"
"AbstractQualityFastaRecordVisitor","jillion","62","5","0"
"package-info","jillion","25","0","0"
"QualityFastaRecordWriter","jillion","29","0","0"
"CommentedQualityFastaRecord","jillion","49","4","0"
"QualityFastaRecordBuilder","jillion","87","6","0"
"QualityFastaRecordWriterBuilder","jillion","102","9","0"
"QualityFastaFileDataStoreBuilder","jillion","103","0","0"
"DefaultQualityFastaFileDataStore","jillion","74","0","0"
"QualityFastaDataStoreBuilder","jillion","40","0","0"
"QualityFastaRecord","jillion","34","0","0"
"QualityFastaDataStore","jillion","36","0","0"
"UncommentedQualityFastaRecord","jillion","106","7","0"
"FastaFileParser","jcvi","328","5","0"
"AbstractAminoAcidFastaRecordVisitor","jillion","71","5","0"
"AminoAcidFastaRecordWriter","jillion","29","0","0"
"package-info","jillion","25","0","0"
"AminoAcidFastaRecordBuilder","jillion","78","8","0"
"AminoAcidFastaDataStore","jillion","36","0","0"
"AminoAcidFastaRecordWriterBuilder","jillion","82","5","0"
"AminoAcidFastaFileDataStoreBuilder","jillion","101","0","0"
"AminoAcidFastaRecord","jillion","38","0","0"
"FastaRecordDataStoreAdapter","jcvi","61","0","0"
"DefaultPositionFastaFileDataStore","jillion","102","4","0"
"PositionFastaRecordWriter","jillion","29","0","0"
"PositionFastaDataStore","jillion","27","0","0"
"PositionFastaRecord","jillion","111","11","0"
"PositionFastaRecordWriterBuilder","jillion","102","9","0"
"AbstractPositionSequenceFastaRecordVisitor","jillion","88","8","0"
"FastaVisitor","jcvi","59","3","0"
"Rangeable","jcvi","33","0","0"
"Builder","jillion","42","0","0"
"ObjectsUtil","jillion","121","1","0"
"package-info","jillion","26","0","0"
"MathUtil","jillion","149","0","19"
"LIFOQueue","jillion","54","0","0"
"MultipleFileFilter","jillion","67","0","0"
"ChainedStreamingIterator","core","95","0","0"
"PeekableIterator","core","47","0","0"
"PeekableStreamingIterator","core","25","0","0"
"StreamingIteratorAdapter","core","117","0","0"
"IteratorUtil","core","272","0","0"
"StreamingIterator","core","121","0","0"
"ChainedIterator","core","120","0","0"
"FIFOQueue","jillion","53","0","0"
"MapUtil","jillion","62","0","6"
"DateUtil","jillion","121","6","0"
"FileIterator","jillion","488","0","0"
"MultipleWrapper","jillion","144","0","0"
"JoinedStringBuilder","jillion","145","28","0"
"MapValueComparator","jillion","161","0","0"
"package-info","jcvi","27","0","0"
"Sequence","jcvi","83","0","0"
"package-info","jillion","25","0","0"
"FileUtil","jillion","197","31","0"
"FileVisitor","jillion","52","0","0"
"IOUtil","jillion","965","45","189"
"TextFileVisitor","jillion","41","2","0"
"Direction","jcvi","150","32","0"
"DirectedRange","jcvi","223","17","0"
"SequenceBuilder","jcvi","171","5","0"
"Ranges","jcvi","176","0","0"
"Nucleotide","core","560","26","2"
"NucleotideCodec","core","128","4","20"
"ACGTNNucloetideCodec","core","100","0","8"
"NucleotideSequence","core","57","0","0"
"DefaultNucleotideCodec","core","419","5","71"
"DefaultNucleotideSequence","core","163","3","4"
"TwoBitEncodedNucleotideCodec","core","435","7","66"
"NucleotideCodecs","core","94","0","2"
"NucleotideSequenceDataStore","core","32","0","0"
"NucleotideSequenceBuilder","core","1203","28","30"
"ReferenceMappedNucleotideSequence","core","70","0","3"
"NoAmbiguitiesEncodedNucleotideCodec","core","149","0","13"
"DefaultReferenceEncodedNucleotideSequence","core","484","7","53"
"Residue","jillion","39","0","1"
"ResidueSequenceBuilder","jillion","286","8","0"
"CompactAminoAcidSequenceCodec","core","101","1","10"
"AminoAcidSequenceBuilder","core","317","9","11"
"AminoAcids","core","63","16","0"
"Codon","core","494","18","0"
"AminoAcidSequence","core","35","0","0"
"AbstractAminoAcidSequence","core","126","5","4"
"AminoAcid","core","175","35","2"
"CompactAminoAcidSequence","core","42","2","2"
"UngappedAminoAcidSequence","core","80","1","1"
"ResidueSequence","jillion","126","3","2"
"package-info","jillion","25","0","0"
"QualitySequenceDataStore","jillion","38","0","0"
"QualitySequenceBuilder","jillion","387","3","18"
"QualitySequence","jillion","60","0","4"
"DefaultQualitySymbolCodec","jillion","62","0","5"
"QualitySymbolCodec","jillion","32","0","0"
"RunLengthEncodedQualitySequence","jillion","123","5","3"
"EncodedQualitySequence","jillion","78","0","2"
"LucyQualityTrimmerBuilder","core","483","2","47"
"BwaQualityTrimmer","core","94","0","2"
"QualityTrimmer","core","29","0","0"
"PhredQuality","jillion","194","3","17"
"RunLengthEncodedQualityCodec","jillion","365","1","33"
"Range","jcvi","2576","38","31"
"PositionSequenceBuilder","jillion","334","1","3"
"Position","jillion","87","3","1"
"PositionSequence","jillion","28","0","0"
"DefaultPositionSequence","jillion","138","6","0"
"DefaultPositionCodec","jillion","65","0","4"
"DataStoreUtil","jillion","701","32","0"
"DataStoreException","jillion","50","2","0"
"package-info","jillion","25","0","0"
"DataStoreProviderHint","jillion","121","10","1"
"DataStoreFilters","jillion","308","18","0"
"DataStore","jillion","144","4","0"
"DataStoreClosedException","jillion","46","1","0"
"DataStoreFilter","jillion","38","1","0"
"FastqRecordVisitor","jillion","68","1","0"
"CommentedFastqRecord","jillion","53","4","0"
"FastqRecordWriter","jillion","68","3","0"
"FastqRecordBuilder","jillion","98","6","0"
"IlluminaUtil","jillion","240","18","5"
"FastqFileDataStoreBuilder","jillion","195","0","0"
"FastqUtil","jillion","288","10","9"
"FastqDataStore","jillion","38","0","0"
"package-info","jillion","25","0","0"
"DefaultFastqFileDataStore","jillion","151","2","0"
"SolexaUtil","jillion","148","0","9"
"IndexedFastqFileDataStore","jillion","259","12","0"
"FastqRecord","jillion","99","4","0"
"AbstractFastqRecordVisitor","jillion","69","5","0"
"LargeFastqFileDataStore","jillion","335","11","0"
"FastqFileParser","jillion","509","15","3"
"DefaultFastqDataStoreBuilder","jillion","77","3","0"
"FastqRecordWriterBuilder","jillion","293","40","1"
"FastqVisitor","jillion","119","3","0"
"UncommentedFastqRecord","jillion","132","4","1"
"FastqQualityCodec","jillion","127","21","0"
"SffFileIterator","jillion","111","0","0"
"SffFileParser","jillion","443","1","0"
"SffFlowgram","jillion","96","2","2"
"SffFlowgramImpl","jillion","244","6","5"
"SffWriterBuilder","jillion","248","3","10"
"SffWriter","jillion","63","0","0"
"DefaultSffFileDataStore","jillion","131","0","0"
"SffReadHeaderDecoder","jillion","36","0","0"
"CompletelyParsedIndexedSffFileDataStore","jillion","265","7","5"
"package-info","jillion","25","0","0"
"SffReadDataDecoder","jillion","36","0","0"
"DefaultSffReadDataDecoder","jillion","97","2","7"
"LargeSffFileDataStore","jillion","340","7","0"
"Sff454NameUtil","jillion","445","58","58"
"SffDecoderException","jillion","52","2","0"
"DefaultSFFCommonHeaderDecoder","jillion","187","4","28"
"SffFileReadVisitor","jillion","28","0","0"
"SffFileParserCallback","jillion","34","0","0"
"SffReadData","jillion","65","0","1"
"SffCommonHeader","jillion","88","0","3"
"DefaultSffReadData","jillion","145","0","10"
"DefaultSffReadHeader","jillion","135","4","0"
"SffFileDataStore","jillion","41","0","0"
"DefaultSffCommonHeader","jillion","245","2","7"
"SffWriterUtil","jillion","181","5","8"
"SffFileVisitor","jillion","31","0","0"
"SffDataStoreBuilder","jillion","132","6","0"
"ManifestIndexed454SffFileDataStore","jillion","381","22","24"
"SffCommonHeaderDecoder","jillion","36","0","0"
"SffReadHeader","jillion","67","2","0"
"SffFileDataStoreBuilder","jillion","159","0","0"
"DefaultSffReadHeaderDecoder","jillion","122","6","10"
"SffUtil","jillion","291","2","15"
"TraceQualityDataStoreAdapter","jcvi","60","0","0"
"TraceNucleotideDataStoreAdapter","jcvi","61","0","0"
"Trace","jcvi","55","2","0"
"TraceDataStore","jcvi","31","0","0"
"TraceEncoderException","jcvi","41","2","0"
"TraceDecoderException","jcvi","47","2","0"
"AbiFileParser","trace","914","112","40"
"package-info","trace","34","0","0"
"AbiChromatogramBuilder","trace","735","25","26"
"AbiChromatogramFileVisitor","trace","157","3","6"
"AbiChromatogram","trace","38","0","0"
"ChromatogramFactory","jillion","108","4","2"
"ChromatogramWriter","jillion","23","0","0"
"package-info","jillion","25","0","0"
"EncodedShortData","jillion","142","7","0"
"ChromatogramFileVisitor","jillion","128","2","8"
"ChannelGroup","jillion","71","0","0"
"Channel","jillion","58","0","0"
"Chromatogram","jillion","63","2","0"
"ZtrChromatogramWriterBuilder","trace","114","0","0"
"ZtrChromatogramBuilder","trace","407","9","12"
"package-info","trace","31","0","0"
"ZtrChromatogram","trace","43","0","0"
"ZtrChromatogramFileVisitor","trace","44","0","0"
"ZtrChromatogramFileParser","trace","190","7","6"
"package-info","trace","32","0","0"
"ScfDecoderException","trace","59","2","0"
"ScfChromatogramFileParser","trace","103","0","0"
"ScfChromatogramBuilder","trace","486","9","22"
"ScfChromatogramWriterBuilder","trace","84","0","0"
"ScfChromatogram","trace","82","0","0"
"PrivateData","trace","51","0","2"
"ScfChromatogramFileVisitor","trace","64","0","4"
"AbstractLargeFastaFileDataStore","jillion","168","5","0"
"AbstractFastaRecordBuilder","jillion","86","6","0"
"AbstractFastaFileDataStoreBuilder","jillion","148","0","0"
"AbstractFastaRecordWriter","jillion","256","44","2"
"AbstractResidueSequenceFastaRecordWriter","jillion","103","7","0"
"LargeQualityFastaFileDataStore","internal","75","0","0"
"IndexedQualityFastaFileDataStore","internal","274","11","0"
"DefaultQualityFastaFileDataStoreBuilder","internal","76","4","0"
"QualitySequenceFastaDataStoreIteratorImpl","internal","106","5","0"
"AbstractResuseableFastaRecordVisitor","jillion","64","14","0"
"LargeAminoAcidSequenceFastaFileDataStore","internal","86","0","0"
"IndexedAminoAcidSequenceFastaFileDataStore","internal","273","11","0"
"DefaultAminoAcidSequenceFastaDataStore","internal","108","4","0"
"UnCommentedAminoAcidSequenceFastaRecord","internal","157","19","2"
"CommentedAminoAcidSequenceFastaRecord","internal","53","4","0"
"LargeAminoAcidSequenceFastaIterator","internal","98","2","0"
"LargeFastaIdIterator","jillion","103","3","0"
"GrowableByteArray","internal","243","1","34"
"AbstractFOQueue","internal","177","0","0"
"JillionUtil","internal","90","0","4"
"Caches","internal","604","0","0"
"AbstractBlockingStreamingIterator","core","291","1","0"
"GrowableLongArray","internal","243","1","1"
"RunLength","internal","88","5","0"
"GrowableBitArray","internal","243","1","17"
"ComparableComparator","internal","51","0","0"
"GrowableIntArray","internal","243","1","0"
"GrowableShortArray","internal","243","1","0"
"ByteBufferInputStream","internal","62","0","5"
"RandomAccessFileInputStream","internal","173","1","16"
"TextLineParser","internal","172","13","1"
"OpenAwareInputStream","internal","132","0","6"
"ValueSizeStrategy","internal","197","0","12"
"MagicNumberInputStream","internal","101","0","9"
"Data","chromat","80","0","13"
"AbstractResidueSequence","internal","100","0","2"
"EncodedSequence","jillion","209","6","3"
"GlyphCodec","jillion","70","0","10"
"DataStoreIterator","internal","90","2","0"
"AbstractDataStore","internal","205","14","0"
"DataStoreStreamingIterator","internal","111","0","0"
"DateTaggedDataRecord","chromat","31","0","0"
"AsciiTaggedDataRecord","chromat","30","1","0"
"DefaultFloatTaggedDataRecord","chromat","62","0","1"
"DefaultPascalStringTaggedDataRecord","chromat","55","11","1"
"TimeTaggedDataRecord","chromat","30","0","0"
"TaggedDataName","chromat","353","11","0"
"DefaultScanRateTaggedDataType","abi","76","0","1"
"DefaultScanRate","abi","132","2","0"
"ScanRateTaggedDataType","abi","32","0","0"
"ScanRateUtils","abi","45","0","0"
"ScanRate","abi","45","0","0"
"ShortArrayTaggedDataRecord","chromat","30","0","0"
"TaggedDataRecord","chromat","40","0","1"
"StringTaggedDataRecord","chromat","30","3","0"
"DefaultAsciiTaggedDataRecord","chromat","56","8","1"
"IntArrayTaggedDataRecord","chromat","30","0","0"
"ByteArrayTaggedDataRecord","chromat","30","0","1"
"PascalStringTaggedDataRecord","chromat","30","2","0"
"DefaultTaggedDataRecord","chromat","59","0","6"
"Ab1LocalTime","chromat","86","2","0"
"DefaultShortArrayTaggedDataRecord","chromat","63","0","1"
"DefaultDateTaggedDataRecord","chromat","62","0","2"
"FloatArrayTaggedDataRecord","chromat","30","0","0"
"UserDefinedTaggedDataRecord","chromat","30","0","0"
"DefaultIntegerArrayTaggedDataRecord","chromat","63","0","3"
"DefaultTimeTaggedDataRecord","chromat","59","0","1"
"TaggedDataRecordBuilder","chromat","142","3","1"
"DefaultUserDefinedTaggedDataRecord","chromat","38","0","1"
"Ab1LocalDate","chromat","89","0","0"
"TaggedDataType","chromat","76","0","5"
"AbstractTaggedDataRecord","chromat","183","4","5"
"AbiUtil","trace","56","6","5"
"BasicChromatogramBuilder","internal","276","19","17"
"DefaultChannel","internal","138","0","3"
"DefaultChannelGroup","internal","172","1","0"
"BasicChromatogram","internal","178","18","1"
"ZtrChromatogramWriter","trace","31","0","0"
"IOLibLikeZtrChromatogramWriter","trace","90","0","2"
"ZTRChromatogramImpl","trace","90","0","0"
"DefaultZTRChromatogramWriterBuilder","trace","395","0","14"
"ShrinkToEightBitData","chromat","168","0","31"
"RawData","chromat","83","0","9"
"FollowData","chromat","145","0","30"
"DataFactory","chromat","94","0","5"
"DeltaStrategy","chromat","124","0","7"
"package-info","chromat","33","0","0"
"DataHeader","chromat","82","0","13"
"ZLibData","chromat","126","0","15"
"DeltaEncodedData","chromat","173","0","33"
"RunLengthEncodedData","chromat","216","0","41"
"package-info","chromat","30","0","0"
"ChunkType","chromat","91","8","1"
"Chunk","chromat","797","27","50"
"ChunkException","chromat","57","2","0"
"ZTRUtil","trace","88","0","25"
"SCFHeaderDecoder","chromat","48","0","0"
"package-info","chromat","27","0","1"
"SCFHeaderEncoder","chromat","47","0","0"
"SCFHeaderDecoderException","chromat","55","2","0"
"SCFHeader","chromat","140","0","2"
"DefaultSCFHeader","chromat","240","0","3"
"SCFHeaderCodec","chromat","30","0","0"
"DefaultSCFHeaderCodec","chromat","184","4","18"
"BytePositionStrategy","scf","67","0","4"
"package-info","scf","28","0","1"
"PositionStrategy","scf","64","0","2"
"PositionStrategyFactory","scf","107","0","4"
"ShortPositionStrategy","scf","64","0","2"
"SCFCodecs","trace","233","1","7"
"SectionCodecFactory","chromat","35","0","0"
"PrivateDataCodec","chromat","118","0","17"
"CommentSectionCodec","chromat","138","20","10"
"SectionEncoder","chromat","36","0","0"
"package-info","chromat","30","0","0"
"AbstractSampleSectionCodec","chromat","173","0","10"
"DefaultSectionCodecFactory","chromat","102","0","0"
"Version3BasesSectionCodec","chromat","206","2","13"
"Section","chromat","62","0","0"
"NullSectionCodec","chromat","61","0","0"
"Version2BasesSectionCodec","chromat","190","2","12"
"Version3SampleSectionCodec","chromat","97","0","0"
"Version2SampleSectionCodec","chromat","90","0","0"
"SectionCodec","chromat","30","0","0"
"SectionDecoder","chromat","68","0","0"
"SectionDecoderException","chromat","53","2","0"
"AbstractBasesSectionCodec","chromat","101","0","7"
"EncodedSection","chromat","52","0","0"
"SCFChromatogramImpl","trace","129","0","0"
"SCFCodec","trace","48","0","0"
"PrivateDataImpl","trace","91","0","4"
"SCFUtils","trace","157","0","10"
"DefaultAssembledRead","jillion","684","16","3"
"CompactedSlice","internal","239","15","10"
"DefaultSliceMap","internal","199","1","0"
"AbstractSliceMap","internal","113","1","0"
"CompactedSliceMap","internal","209","1","0"
"DefaultSlice","internal","151","10","3"
"DefaultSliceElement","internal","117","7","0"
"CompactedSliceElement","internal","168","6","9"
"DefaultContig","jillion","260","25","0"
"AbstractContigBuilder","jillion","318","12","0"
"Scaffold","jcvi","98","5","0"
"ConsedNavigationVisitor","assembly","38","1","0"
"ConsensusNavigationElement","assembly","106","6","0"
"AbstractNavigationElement","assembly","159","11","0"
"PhdDirQualityDataStore","assembly","167","7","2"
"ConsedNavigationWriter","assembly","140","21","0"
"ReadNavigationElement","assembly","107","6","0"
"ConsedNavigationParser","assembly","137","4","2"
"NavigationElement","assembly","82","4","0"
"package-info","jillion","26","0","0"
"AceContigReadVisitor","assembly","60","4","0"
"AceHandler","assembly","41","0","0"
"AceFileContigDataStore","assembly","76","0","0"
"RangeableAceTag","assembly","55","2","0"
"AceContig","assembly","65","0","0"
"AceFileParser","assembly","936","63","12"
"ConsedConsensusQualityComputer","assembly","391","0","5"
